id_code,diagnosis
aa0afc41ed19,2
9ed6c2b25767,0
75c180e04f65,0
977e1ca77653,1
0ce062f26edc,0
6e73acb2cf60,4
9a159d4674cd,0
02358b47ea89,0
465c618f7b23,2
c6f5b5b5be41,0
5a27b9b2a9c1,0
b960142a8de7,3
fd4c946c52bf,0
b0c9a492e068,0
0da321efbce6,0
857002ed4e49,2
290ecdba359f,2
0d310aba6373,1
e5197d77ec68,0
4661006f3ba6,1
a1faeb4d5f10,0
513b0a4651fa,1
1f31701dd61b,0
18b99159a14f,0
33596a635b53,0
f36cb007a1ef,0
f68690db78d3,0
bf7047dc683c,2
1db6bb46c102,0
a00b4cb250a7,1
6f0463c1ff18,2
d7bc62d60e8c,0
6d7d26025122,4
79d44db3da2d,4
1f07dae3cadb,2
48543037d0b3,2
aa6242f9e08c,0
8b76c3c5cb3e,3
90b8bf342032,3
2fe06bedb2c4,4
51e656e5a541,0
d3dfd0a2dee6,0
0fbbd665431f,0
c90c6b94cf40,0
763ad1236efe,0
b310bd564329,3
89d2a7403a06,2
9fab29e69a6b,4
35df2bc6ae95,0
4704dbb59536,0
06024377d573,2
a0b7ad98df57,0
254052cf3e48,4
90c982cc2d96,1
4ecd1fdd1435,1
2da82d14e1b7,0
5ca73d28f17f,0
d868acdccb5b,3
8906c9ed54a2,0
33778d136069,3
9a496b1e20f9,4
5c85d22bd0de,0
cc964bf04dbc,0
2d870833c0c9,2
63c0eafd6aa9,0
1541226c5d72,2
d3d578fe433f,2
7335a2d43ada,1
4fa26d065ad3,1
7aabd768abff,0
58059e73d2d4,0
f64214bed40e,3
2f7789c1e046,4
d66b6f333dc7,1
ab50123abadb,2
dcf109df1a2b,0
f762c272c522,1
7d3835e4e63a,3
ef476be214d4,0
6c250a30593b,4
a182b5b191de,4
ca30a97e9d13,1
e12b67835e03,2
b498b84d383f,2
7a06ea127e02,0
9eaac43744f5,2
a01c590c444f,2
5bda2ed09e62,4
f71bea807c96,0
ce6f33a81ad5,0
753b14c27c83,4
6a91eb157f47,2
07a0be6b347f,0
c0a117de7d0a,0
98e44127872f,0
441117562359,2
3402124408ea,2
3e1f8fecb06f,2
e7d2c2c3b30f,4
e50b0174690d,0
789c60cba801,0
44ecf3f4efa5,4
ac1667fac512,0
7ccf9d25dc48,0
d990a3f0cbdb,2
f58f0b2fd718,0
fc8fce67fbf8,0
07a2b8cabf6b,0
39b5b05d6cd9,2
4c3c1ed09771,1
48fda42bd5d4,2
9bd008aab548,0
8c2f0f04e1ed,1
f901d460517c,3
7bda86d95c5b,2
0318598cfd16,4
bb783d8e496f,1
a80dab8eddf4,3
b43440c6ebe4,0
56e56aa08362,2
4e1e252317b5,0
cf0824f53dd9,2
de778495a1cd,2
1c9c583c10bf,0
f09cfc6a4dbd,0
050bb1eafa76,0
f72adcac5638,4
ef99c499d665,0
dc0eea0b68a7,0
880edb2cdb69,0
e9ff9352ccb3,1
91e2c2890c9f,2
be521870a0ea,0
87b671c6d4c5,0
82deb07a6618,2
6bf2a81a5d91,0
5b3d41626ec5,0
9859e2a6cc24,4
cd48cfab4e44,0
db4ed1e07aa3,1
d0079cc188e9,3
d6dbb0820ea5,0
5995321563b7,0
9a4f370d341b,2
e9ce5bf645ab,0
f02057c41256,0
58af2c054ced,0
91e82fe4e434,0
eae70f527755,0
5cde55f745af,2
cf0575534cec,1
d25b8a8ad3c4,2
8c29a76fa08c,0
5905a9b06a73,2
4ef0b485a7da,2
70d657f8f503,4
e65f94ad9be3,2
6baafa56895c,3
59f3f70abddd,2
97c6cb55866d,0
2f42e20db938,3
62ab144d5cee,2
2a3378bcfbcc,2
e7a372a1c3a4,2
3cdef7c591cc,0
0cbcc7b23613,0
2db0cd3e30da,0
c0f15fe3b4b7,1
197af0de76e2,0
3254e48c8aa0,0
d1ca85af57c9,0
a0445785e2f7,0
5486da4273d7,2
15528e740543,2
3599029efeb3,0
500aad15b7c8,0
c73c5f6ef664,2
848e66b9e199,0
38fe9f854046,2
13d71389563f,2
b72a86d61959,0
3f5b4c2948e8,2
523b3f0fc646,1
03e25101e8e8,1
1864d3411143,0
b9b99dad668d,1
b6a0e348a01e,1
612f2df37a1d,4
878a3a097436,2
a0cd7bffdaa0,4
29f9e1ac9507,0
331b87d1b9d1,2
0a4e1a29ffff,0
2399d68d407f,0
291f581d365e,0
665ce639a331,1
537e5c578f40,0
331121c65e88,0
8564b7aa3c1a,0
ecb4500285ed,0
a0e635689259,0
d18b1d8ac4de,2
d38cf0f4a9af,0
835b9f6e12ba,0
4f60129e9a5b,2
07a0e34c8d20,3
8dfa629ca74e,2
4158c340fa49,0
370f575adb23,0
710b05a96e0f,4
a08a0133754a,0
33105f9b3a04,1
bb733062f494,2
ed3ce1674761,0
535682537302,0
0c38940e1f80,0
ababe19ed448,1
684dd88a0d49,0
7347f5133a6a,1
7e5a76c4e103,0
a8c9fcdbc0be,0
f2d2a0c92034,4
ae8472f8d310,1
ae58ccb5905e,0
ccd34029493d,2
5eb311bcb5f9,2
247ac63e5510,4
3b73a3a4a734,1
20688cb25704,2
1002b5151b8e,0
6ba5ed791444,2
de4cdabbce6d,0
a85cda5f725d,0
07a3be30563b,2
79be2ff796bf,2
aa6673241154,4
ba4d2c4b3039,4
1c3a6b4449e9,1
0da632ca45e0,0
78b3f819dcc5,4
a0a0cd8af5a6,2
0dce95217626,1
7270367410a1,4
17d7d6b092f4,0
d9311f7497cb,2
069f43616fab,3
e5d56f4f359b,2
4e85aa647534,0
6df8b7b6e837,0
851e40a21f81,0
a2811f512c1c,0
76df141d966b,0
5777ef74c9ec,1
80e6e425f966,0
6a244e855d0e,3
2b48daf24be0,3
4fef9ed8a4c5,3
83d6e40c869f,2
d91635f380b4,0
4d009cebabc9,2
aeab0a63bcaf,0
7adfb8fc0621,0
42b93b574f23,2
0ad7f631dedb,1
d035c2bd9104,3
7455e2b5fc57,2
1faf8664816c,0
fe0fc67c7980,3
e499434242cc,2
0dc8d25b3f69,3
677f087cd697,1
962cf85e4f6d,2
28a4d00927b7,2
3d663a6a50a3,2
63e041a757eb,0
c8d2d32f7f29,4
1601c939412f,0
ba08cee68c71,4
62ecdc90dd42,2
0369f3efe69b,1
103f97a2ab15,0
453a1e2754b2,2
ed2c06fcc573,2
7c52fe73e748,2
8650d32f4a9e,0
969f92a390db,0
d968a983d4d2,2
0e94cd271c00,0
83fda7c0500b,0
598b8f5b3822,0
4c389d033cb0,0
19113e5f45ec,2
1bb0ddfe753a,1
ad1f7445b1a8,1
38e111cac46f,2
8958a4d17b7e,3
1fb455685328,0
f7735b6d47f7,0
9bafbbd152d2,3
0c7e82daf5a0,2
17188c13e635,2
e25ccfe38e44,1
ae57c8630249,0
19722bff5a09,1
e0863b353093,2
c1437a7a52c9,0
92e3d608fd3c,0
b99afe7137fb,4
1a90fad9ffa2,4
650104ede84c,0
a32886cb31ab,1
84b88e8d3bca,0
2d552318eb07,2
4958bfcc9f38,0
7ea756985353,1
c613db1cab27,2
98fbe56dcc2c,1
9e3510963315,4
ac5b5dddf91b,2
e1e490773462,2
6363b360aefb,2
0fd16b64697e,2
4df6a81b476e,3
ff4cd992667b,0
0e0003ddd8df,0
8010c931321f,0
ae61e19fb766,0
e79e10907295,0
352e4a939242,3
4d167ca69ea8,0
86b3a7929bec,2
ebd96d853918,0
7ec0e61a7e29,0
1891698febce,0
80b5a9519aec,2
d67374d3fa2a,2
cb0cc98d7e35,0
80b5697f2a5e,0
45e4b7eada54,1
d10ef306996b,4
89fc080f7e83,2
d51e5d7484ea,0
8421107255ae,2
22325552a4e3,1
6d10709053ae,0
aa10a4b2e709,0
35ac70c0d08f,0
28751f290ba3,0
7af4d8704032,0
17e6116b89b3,0
eebd1e195952,0
9858cc2ae073,0
c5ba9e455d5e,3
4cf4d528c08e,0
9a9b21215c55,2
d4be0403e6ab,2
9be71d6d7e59,0
55eb405ec71e,4
9785805af1b8,2
731b19a460ad,2
2b10f138e67d,0
78937523f7a8,0
1e8c31e29dd3,0
b759cbef90c5,0
6f460f9968c7,0
6cb96a6fb029,0
c947bb6cf9f6,0
d1f7ea924a01,0
fac399455195,2
c8905b8d5cf1,2
e32dc722eca5,4
8433a032b96c,0
5dd2e26fc244,4
71e43b4f8ba6,0
2ba0b0d9bda2,2
31b5d6fb0256,2
96ea316ed0ab,0
ca360bec5851,2
f8f5942b690e,0
abdb365cacbc,1
e4151feb8443,2
6fe67482bfae,4
fca1a8738b8a,0
50840c36f0b4,1
9f8112c710be,0
d1cad012a254,1
96c699221180,0
caec68f11c86,2
b56340f472d2,1
b5e6ae31493c,0
f531232ecb55,0
0ae2dd2e09ea,0
38b9bb961847,1
76b950c6ed5e,0
3e3a3955b9c5,3
f431f2e119d7,0
57f933d3d7c7,2
b351ae99413a,0
207dd0487264,0
6efa36d59ada,3
1cc58b15f466,0
6b664ed2a938,0
4d47300e3ddb,3
c1e6fa1ad314,1
2a2274bcb00a,0
6e1db8711879,0
51af8a689511,0
2628305cbb29,4
19545647508e,0
75238d945315,0
c94f37085d0f,0
4d1cf360b2d7,2
26cd40b57ad1,0
3de8ad4151e1,1
e1c02f6c3362,0
9039cbfcbb2f,0
fa0c87bd75ce,0
3218a6d8eb2c,3
b9bc81fcb075,0
857230f64a2e,4
b402b18d99a5,2
e39b627cf648,4
9c72ed6befa0,4
242fc19be06f,0
7be1b9aa78aa,0
f0f89314e860,4
8ead8f37423c,0
d144144a2f3f,2
00cc2b75cddd,0
435414ccccf7,0
655cafb4c932,1
6181aa9f75f4,3
6c6505a0c637,0
9e7a63b2fc6a,0
9b57e43b44e7,0
e2c3b037413b,0
9568eb7e9c08,2
475300735b7f,0
cf603a9ef2d5,1
9a326446c431,0
912fbe06407e,0
4318b6adeb97,0
b5834ee64541,3
1f9ccda4ddf2,0
c4a8f2fcf6e8,1
873fe0404d6e,2
36041171f441,1
58b866484a05,4
942f544c4e15,0
f5a8c6426a71,3
f69400b316a7,2
f71333204618,0
2a47e5b21791,2
e38f3a65b02b,1
0d0a21fd354f,2
51030843fde2,2
09934421c79e,0
70ed3ec68b94,2
4029d70e9d8a,1
03c85870824c,3
b6d9974443ce,0
80feb1f7ca5e,2
237aa50edc34,0
6c4ec95dd8ba,0
9ab18a4a957f,0
780f9c237c56,0
369229040a34,0
7635921c5efb,0
a30a143a53a3,0
5633ced07d8e,1
dfea19863428,0
b4f41b5bf0ef,1
4b6cb0bcfd44,0
84e8c62165b5,2
85cbb84ac8e0,4
c406325360b1,2
3246f07e65b4,2
fca931da5c5e,1
88e4399d207c,0
8191ae701985,0
5b1c4cefeb24,0
a3fcf42ff56d,4
8448af27ba07,0
966c07831334,0
72d98188648f,4
9df31421cdd2,2
5de4615a5161,0
be7bc89f5fec,2
3f82631e9080,0
f583a722434c,2
3a643599f852,0
df4aec4a0eaf,4
e7b5dd5bab1f,0
aa5ce75edcf5,2
1f4fb37e0854,0
a528be013a04,0
8af6a4e5396f,4
d02b79fc3200,0
18af532e7e1e,2
0924cec998fa,0
8871e6a26596,2
7356dd08b0ae,2
67844c46bc61,2
b77b88926843,0
afc345cc9145,0
c81c6911f5e0,0
499c8df39222,4
1c7a013eeba7,0
3e61703b5ab2,0
07122e268a1d,4
1e143fa3de57,2
eb32a815f78c,2
d6df4fe492ec,0
9910c827e2fe,0
1782142e17d9,0
69b3a00927fc,0
46cdc8b685bd,4
437900a99871,2
12025b34deb8,2
c85b79d70079,0
5069feccd866,0
2bd4d4fbed5c,2
8cb6b5b2f19c,2
b6bf847fbcb2,0
111898ab463d,1
12ab2f6397f0,0
295fdc964f6e,2
1df1530b9b8d,0
2f8d14a7d390,0
a8eb35b3bcd2,2
1efa5d443707,4
ac17cc18a994,0
cd01f4f83336,0
d473f6fafba0,2
d3be5346684b,2
a8e88d4891c4,3
4dc2211a1c31,4
a07efb1ecfc0,0
76cfe8967f7d,2
d27ac9e54901,0
bfe467b7e997,2
c5a9ebef1517,3
7a6495a39d87,0
4fd5ec0dca09,0
46f56c38051f,2
510aa0a898fa,2
8bdb891661a8,2
04efb1a284cc,0
1d46f1326394,0
8bf05909e1e1,0
2f7fbdcc9a4b,0
c52bb7343387,2
873dcc0b468f,4
0212dd31f623,0
5173d54fc214,2
b0d35981708b,2
5a444c32cd9a,0
ab724603ee93,0
e2a47a74e6e1,2
e5de79795c1d,0
27f82ada84ac,0
7663aba8d762,2
ace2281f00c4,0
6d6be4cfc73f,0
15bed5adde74,3
fd079d2e93a2,0
6c315ad3d07f,2
fc782722a50c,0
0dbe6c26cedc,0
0b2ea8f268cf,0
7347bd23ba80,0
d6803e467592,0
aa60813e1a8d,0
af5a0bc4e1fa,0
4f0866b90c27,3
389552047476,0
d85d052900b4,1
96a9706b8534,1
7e160c8b611e,3
3ccf96c1dd6d,4
42a850acd2ac,2
348598d01e18,0
de38adaae009,0
905cc86bf100,4
4eabad7948cf,0
ed6bd9293a89,0
493d99f030e2,0
b0619ca93a5f,0
ea4ce9516144,0
f2c0b41acd05,0
e6a58edc5b42,2
40c24aded50c,0
be161517d3ac,2
7a39c91416e2,0
d844a7252f4e,0
650fbed3fdca,2
27fca9f12b3c,2
d866c26d76f0,0
ff77e8e5b5f3,2
2df07eb5779f,4
855f0a5442b6,2
cd972e5639e0,4
916ec976ff30,3
80d24897669f,1
fa6f3d8bb1d5,0
436e7a7af761,0
b13d72ceea26,2
a19507501b40,2
7828dd083cdc,0
5a03fe3ed15c,2
b6304c545f95,2
096436d68d06,0
4ed31cc07366,2
ea9e0fb6fb0b,2
f9aa35187bf3,2
91cf56d3d1af,3
226c6ceb9185,0
682312e82ee3,0
a1eb88562239,0
54cab3596214,2
0097f532ac9f,0
5e7cc6ab4ac4,2
77baa08a1345,2
7ed4128b2a4e,0
e30a890600e1,0
8ae049175db6,4
3325b1fe55d2,0
ca6842bfcbc9,1
c98f623d08d1,0
61bbe8db6f3a,1
7d626a7ffe76,4
03676c71ed1b,2
eabc7c716255,0
61f403fdb434,4
11b5c77fbf79,2
ca7570c5925c,2
32d7d360d891,0
83e529e95b0e,1
e7291472109b,0
ab653b8554c0,0
66393d8c60ba,0
77b7b71ebcc3,0
a75bab2463d4,1
7fc3a8bb40de,0
7ccb267fd394,1
e4e343eaae2a,2
f5733f77273d,0
c97472ef2c66,0
4f20f9a9a65b,2
bb45257258cc,1
934104859e68,0
274f5029189b,1
f7fec8935126,1
a94da3d3b5c0,0
f3b27ac2d371,0
1d55e689cf84,2
76be29bb30b2,1
e037643244b7,4
de55ed25e0e8,0
d16398c971e9,3
e07045d7c5f7,1
6735931000ec,3
ea7e21bab610,0
f57cf3b6f48e,0
1e4b3b823b95,2
8c7c26c52a6c,4
6daef3e5ca22,4
b8dab47a260e,0
975252e325e3,2
59928f999ae7,0
50d8a8fb7737,2
6bb30ec3231a,0
bcc762618e7d,2
dc0f6e5b489b,0
6ea07d19b4ce,1
89d9c071a56f,1
a96ff96bbae5,0
a12ca80bb8c7,0
be21d8b60e2a,2
f56ff0440ed1,0
8a482c024fc2,0
62e6f814c8f5,2
6061f5b7378d,3
c373b73a80c8,0
68987fb159ab,0
b96b518596b3,4
595446774178,1
c3b15bf9b4bc,0
52886bed8a07,2
8be6629a6039,0
e2a233493b90,1
232549883508,2
8f9819752ca0,0
692e946b1f85,0
ff344e5c9341,2
f71aca5a7dc3,0
93d6d20a5ee3,0
ad2f0b9d059c,3
9c893e16c055,0
51cd8d2057fa,0
2c8101f14723,0
e96099b961b4,2
fe3b0e50be78,0
39923b29988a,2
94145d1f42cf,0
ba25f947f4ec,2
5dc23e440de3,2
135575dc57c9,2
5cbe88914a72,0
012a242ac6ff,2
ab686895533e,0
1ec95179cdfe,0
1632c4311fc9,2
d95959798b57,2
d1a60c3b9fe5,0
9e2058917304,0
1ca35d483772,0
4c129470cec4,1
41960d5f58c2,0
49a4765f8822,2
63b71347e95d,0
7d11dbc1e738,0
6762b2b48ea5,1
e246cd89e1cc,0
d99dd99be001,0
7a77c3eb468c,0
8e2a3978c244,0
283c3aeba594,0
76e5b50f95a7,0
08ee569d4721,0
f58d37d48e42,4
cfb17a7cc8d4,0
8660e1864665,0
2cfe8703f265,0
882a71de424e,2
8dfff47b06b7,2
523ff163211b,2
996f9bba4ef0,0
bfda2fd0533a,2
fdc685055659,0
73ef3c3dcbe4,0
c62585bd68fb,4
276b14f72328,0
721214151233,0
e85d410d6836,2
db52626d450c,0
2608e1dac5b1,2
28f93cad89c5,2
27bab1432f61,2
68332fdcaa70,1
001639a390f0,4
8e7981855125,0
7ce671f952be,0
462937ece243,0
9b418ce42c13,2
53f6c1c65c04,1
b3d12069e1c5,2
b2748ac28fc1,2
65a3b13ad9a0,0
5ac7a414560e,0
6165081b9021,1
494fc9c745a3,1
35d6c4c50072,1
3323fd59782e,0
9bf060db8376,3
174db0854291,0
218c822a3dd9,0
e60e4edb3ca9,0
73a07e2ea23e,0
582f739b8f62,2
f09fd9433dff,0
1dfe599d12a9,0
09935d72892b,1
dd90c321d7bc,0
4826d10030b3,0
26d60db3bbfd,0
e9f82b5bbaf4,2
c48ae5da188e,2
435d900fa7b2,2
5257cb536da2,0
0a902c80d5da,0
dc6fa1b38b83,2
1968183f0e61,2
a26f50218b84,0
070d4ce5fd90,0
e529c5757d64,0
71f6a6e4620a,1
896ad584a841,0
fb1b8771c70a,0
86baef833ae0,2
4a0890b08532,2
4a3da369b227,4
760b6f4c6d82,2
1120f6d08d95,2
041f09eec1e8,2
71c22da3d6c6,0
1a0dbc6c0cda,0
d29096bd94aa,2
daff5427c9b2,0
4464bb62bf20,0
75a4343b12f9,0
1ca62b3e4fd3,0
2b074afdf626,2
e06cccc08c59,0
e868c3da340b,2
a0d04a19cf40,2
c0e509786f7f,4
8af50c9d0a86,0
e62490b7d0e9,4
99ecdb41d5e7,1
8e20b8fac7c3,2
657859f893d9,2
c57c164bca05,0
fbcbc81cf9be,0
abf0f56c6f12,2
2b3a4a81d748,0
ef7a4ed8d5d1,2
de730033c683,0
4ef16a53d899,0
46acc506fa61,0
2dc647e00ad3,0
b963a11638f2,0
54dc6e8107cd,2
094858f005ab,2
9041eb43456e,2
3b2b91590590,0
4982378d72f9,0
17eb5d4ad740,2
002c21358ce6,0
84b79243e430,0
ad3fc5076852,1
6cee2e148520,0
4e54ccfd49b2,0
acf976efd7ce,0
0d744aed4d64,0
25002fe43f92,2
4dd5d5ccddcf,1
e2856afe62c5,2
1ab3f1c71a5f,3
b665041e1633,2
5e52c9fe676f,2
052d9a3fe55a,2
6a2642131e4a,0
b376def52ccc,2
18f1f979d30d,2
f819c65b803c,0
e4210e7fe587,3
4da6e2089d57,2
38373431d996,0
d16e39b9d6f0,0
6e92b1c5ac8e,3
dd02d60bef14,0
624fb7317106,2
a3bd2e034614,0
3fa4f4d77177,3
f4df3d86688d,0
3c53198519f7,2
a5bb85afc6e8,0
d667af5742f6,0
e77a93c3d9a9,0
d7ac4a0c9760,0
0c43c79e8cfb,0
78d53c82a23e,2
bab776139279,0
415f2d2bd2a1,0
b4e15102cd7a,0
85f99e7e4052,0
8714d17bb6da,1
e8e44b3160e3,0
21d18b022429,4
39f8935185e6,0
1b4625877527,2
0daddc45d832,0
baaca2f7e1f0,0
698d6e422a80,2
0c76fd494af6,2
45369821d6a3,0
099021fac3c9,0
b90bc89ce8d8,4
bacfa2b8e706,0
7d37a2939f12,2
64c6c6ee0d98,0
3428230bf1bd,2
e3a7671f787b,2
b98f77098b9d,2
33b978734eab,0
1ae8c165fd53,2
d9d2631f043c,0
f633c474e8b8,0
a476fd984005,2
57a5e4274275,0
fcc55ae641ae,2
ffc04fed30e6,0
c3a82acb7d7a,3
66cd9c28e636,1
e97ecf4355cb,0
af6a1508cd95,0
f4e68b61f480,0
354b8911d6ed,2
13d411c85ffd,0
dbb2c63f6f08,3
a95d9d61ddd4,0
d83d0695e215,2
bfdee9be1f1d,4
eb175669d789,0
1ca91751be4d,0
0161338f53cc,2
f80118bbda18,2
a6d45de20e4d,4
3044022c6969,1
6b00cb764237,1
2a2a6435f7f3,0
663a923d5398,2
6af071b0ac6e,0
7ee6de71c140,0
8785b71238d8,4
14ee87d6cc42,2
d7bc00091cfc,0
8e3b79e1f1f7,2
86e7f98f73f1,2
88e5051f65bd,0
983c98354e9c,0
25a0a1e41afd,0
bac1744955c2,0
252305189b3a,0
cae33655ca00,0
0ceb222f6629,4
3f3de2a6b0f5,2
4350a1b2f3cb,0
d29b37d110f3,0
e3b47ed5b511,0
ad944bd56bb6,0
f3cd489acbee,2
6c3589d7ed8d,0
a7b0d0c51731,2
64678182d8a8,1
a11bf2edd470,4
4ef7144e24ff,1
e66855a5c583,0
8e63fc4ab532,2
b7f0bc7d399e,0
87b1938994b5,2
e387311a840e,2
c6a8f8f998a2,0
9878db94d9f3,3
cbc23af521f3,0
9a3c03a5ad0f,2
c3c8fdda50c0,0
549381330191,0
932181b93b2f,2
ad6b07d5c338,0
4cae247d9909,1
639915f58a2f,0
67c03349bb31,2
9e2ba2b979f1,0
a4d4b69f7404,3
fd48cf452e9d,2
a64273801bde,2
1c9521878baf,3
929cd3867815,2
992b9a07b25f,0
bb11db08584a,1
a2163f0c2af5,0
f460608cf4cc,2
97d02a9b94f7,0
e4b0df29b96f,0
0a9ec1e99ce4,2
ab03d50bba2f,0
8aa3c4681542,0
384631079d1e,1
ec0c9f817b03,0
4246ed634f25,2
51d574513bcb,2
2fdfb80ea53c,0
384db24ebbd7,0
a1e236fbc863,0
ed6704e3b72e,3
19e350c7c83c,1
405085b53d7b,0
f8372e80f731,2
a88365134c3c,0
6c00dd8bf708,0
49d69c4c6290,2
b49b2fac2514,4
fa9bece586fc,0
5889a0c75cac,0
e9f3c85a2a02,0
f02babb3a023,0
af3b0115aad1,3
901a3552fe26,0
d264396d8d1a,2
eb050765b323,0
36677b70b1ef,1
cf1b9d26d38d,4
6f0e5848d9ce,0
2241b7e90782,2
b7aca95b97b9,0
7eee3d1f1268,0
26999ebc21de,2
c12e9ca420a5,0
3f98be586fe3,0
737ef6226677,0
63c3c571b8ee,2
df4913ca3712,4
00cb6555d108,1
50ddd7d976df,0
e69b48516577,0
5f13e8a07344,3
2c827005b8f8,0
628b581aa905,0
6bf26b777e3a,0
44f4ae58990e,2
05e9126dfa5c,0
c6e1e9fbf39b,2
bfb578c0e8d8,0
5b76117c4bcb,4
20404ec7b518,2
586f5c56081e,0
565f3404f9b2,0
0f495d87656a,1
9d75de31f1b8,0
457c7c927e27,3
3dbc90c7ee7d,1
8db2ce991101,4
9f37c98b8187,3
bebfbd907cac,0
3a6e9730b298,4
7bc4dd99eee5,4
8d13c46e7d75,0
62b4be2799ca,0
5511f114e7ee,0
0551676cc2aa,0
362c4a96cebb,2
5264a54e1830,0
a763661f98a5,3
a188c60b93fb,0
e68bdd36e589,0
2700754f71e9,2
1d674e2e32e0,1
785777558f05,4
dee31065f8fe,0
49c5e7f6b8d2,1
a95858e052d6,1
69591ebb198d,2
4a96c28f3f07,0
7b49041cbf17,3
5d024177e214,2
4e6071b73120,1
1c578b72d7b3,2
697538183db5,3
080ee76c958c,4
4dbce359d0e1,2
43e9c66eb0f3,0
7b8c78b41c0d,2
6889bc64ab09,2
ef26625121b3,4
3cd9713c0ecb,0
9c14ce27cbfc,0
2f143453bb71,0
b574d229ec4c,2
ed2c52c14493,0
51af8c112682,4
3b58b02c89ed,2
1b8701231c8f,0
2585bbc91909,0
62b826899151,0
9095d43fb132,0
a66c3165876f,2
48a45619d1a3,0
b0cc9f8d06e4,2
bfefa7344e7d,4
6e0f78e188ff,0
8f06ca4642bd,0
51a078d6d43a,0
cb547e723a16,4
388279491b5d,0
0a61bddab956,1
c2a58b2cfd0b,0
e229aca862c7,2
2cdcc910778d,0
9274e75dc4d5,0
8a759f94613a,2
7f0ffeb0a333,0
cbf0394039f8,2
3abac0961bfd,0
8b568d47a1fd,0
f1a761c68559,2
7d261f986bef,2
054b1b305160,0
21abd36095a1,4
b4b04d81acbb,0
df841a0440d8,2
0ada12c0e78f,4
a9a3225cf4b5,0
7bf981d9c7fe,1
f85c78201a50,0
be6cbf6e5b10,0
83a63c4a3e4a,0
0b00f8a77510,0
cd941e5bc659,0
222d0ac042b4,2
7bc00e58d419,0
02cd34a85b24,0
4210809074c1,0
b10fca20c885,0
7ec1ffe8220b,2
35beb47fe159,0
a3475dc3ac80,2
bd5013540a13,4
4393c5bc576a,1
d26bc6e1230d,0
21037f5c7790,0
4c52922f3bfd,2
bd9904495ccd,4
eedae6b28f96,0
e540d2e35d15,2
bf18ff30a8f6,1
c3acf47700ea,2
6fbaaf8eb67a,0
0eff8eacb2f7,2
8f1e7433a95d,2
e29e54ff921e,0
ead23cc922ed,1
57760be09c03,2
90a9a41eec6d,0
0a3202889f4d,1
d952dbfb0fe4,2
6cbc3dad809c,2
033f2b43de6d,2
b0f0fa677d5f,0
9232dc06cfdc,0
4c17e85686f0,0
e13412678eff,3
f69835dc7c50,4
6ccfdb031184,0
c56e65f74187,1
15cc2aef772a,1
c6a145742708,4
90960ddf4d14,0
e067b06fd655,0
bb08949dd70a,0
9033f1493da1,2
c01eae4b4939,4
b05922e7abd3,0
9b95d6203406,2
93421787f520,0
43ddd0ab0cc4,2
944a233fbf8e,1
de57c9e9fa93,0
3c42512c81e0,0
a721efb1e049,2
55092c0071eb,2
907aaff827e5,2
cab3dfa7962d,1
b762c29cf2f3,2
44a86263117b,0
e59c5f345bb0,0
f42b693a9414,0
2927665214e1,0
3cab32dd6ef9,0
6dfd80748e72,2
79540be95177,2
ad12cde115ab,0
6d0c0531083f,3
eeaea2c5ff34,0
9a94e0316ee3,3
312694ea8e6a,4
44a4d04162cc,0
b8e20c076b03,0
58c12863f33d,0
4ab8c0cece7f,0
e81f4a2fbbdc,0
0304bedad8fe,0
83038ca49b6d,0
342edf9b889d,0
07751b94a88a,0
6dc0281f11e3,0
bb5083fae98f,3
9a3109657ac1,1
22449af52060,0
d5b4705ac2ee,1
1f5496352859,0
47536db39f00,0
e96bd80a8a53,1
0edadb2aa127,3
fd0a70082e7c,0
9b70f84400af,0
d516f77d4516,0
b60dbf9f0744,2
94372043d55b,1
af828dab3ffc,2
b91ef82e723a,2
6de39b94f634,0
9287e57326d0,0
9cf7c1349673,0
ce887b196c23,2
ee36ca728641,0
bf87aedf2489,0
1633f8291a80,0
351e842842a2,0
d81b6ed83bc2,2
50915e2329a1,0
daeaa5d8cf70,2
10f10fd30718,0
7e70344b0c25,0
54bdcdecd8f3,0
aa9b8f05f4bf,2
4cfd22ae43d4,0
24b943fe725e,1
10f36b0239fb,1
f298b7d05958,0
a6356a3c5d11,0
39134907127a,2
1c0e5dd1b14c,2
52ddde91a349,0
03fd50da928d,2
db3cd58aa315,0
2c9dfc270f1b,0
4294a14c656a,3
e9129ce55fd7,2
76cab26493f1,0
e632e38fd2d4,0
fe3f62695b2d,0
f2f569a64949,0
a77eb914b383,0
207a580de0ea,2
4c9f0fdaaef7,3
2cf18033da31,0
61c2fbd16e38,2
4e0656629d02,1
b8297a2291f5,0
d18f6431ebce,0
3c78bfca247b,4
5293576816aa,0
eadc57064154,4
5f70ad48a525,2
d74ccc796517,0
bcb0498ed2c1,0
79cbae28d8b2,0
6b66b0e86f7e,0
42b08dca9b2f,2
45693d027798,0
03747397839f,2
8114d6a160df,1
328d141ed3aa,0
c546670d9684,0
fa748b57262b,2
fecf4c5ae84b,1
d0ffa0425ef1,3
484dbeb9bf2a,0
ed2ef440d22c,0
20d5fdd450ae,4
b89938407ee6,2
c64c0966b4cf,0
66bae1ba227f,2
e663c6627a95,2
c58971bcebb2,0
6d3d1fe6c32a,2
4a589edaea60,0
4a05f81b3aba,0
0b8bdec9d869,0
3e86335bc2fd,2
d2afca74cbc3,0
1a19f2ef4472,0
